Cruise, Station, Type, yyyy-mm-ddThh:mm:ss.sss, Longitude [degrees_east], Latitude [degrees_north], Bot. Depth [m], Pressure [dbar], QF, Nitrate [umol/kg], QF, Phosphate [umol/kg], QF, Silicate [umol/kg], QF, Depth from Pressure [m], QF, Section Latitude, QF, QV:ODV:SAMPLE
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 0.00000, 1, 0.26000, 1, 0.15000, 1, 4.63000, 1, 0.000, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 20.00000, 1, 0.02000, 1, 0.15000, 1, 4.63000, 1, 19.857, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 35.00000, 1, 0.10000, 1, 0.15400, 1, 4.63000, 1, 34.749, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 50.00000, 1, 0.32000, 1, 0.15800, 1, 4.63000, 1, 49.639, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 65.00000, 1, 0.40000, 1, 0.16500, 1, 4.63000, 1, 64.529, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 80.00000, 1, 0.47000, 1, 0.17300, 1, 4.62000, 1, 79.417, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 100.00000, 1, 1.86000, 1, 0.26700, 1, 5.07000, 1, 99.267, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 125.00000, 1, 6.18000, 1, 0.51300, 1, 7.43000, 1, 124.076, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 150.00000, 1, 8.65000, 1, 0.65300, 1, 9.21000, 1, 148.882, 1, 33.50000, 1, 1
SE1102, 45, B, 2011-03-21T18:16:00.000, 202.00000, 33.50000, 5000, 200.00000, 1, 10.35000, 1, 0.76700, 1, 11.13000, 1, 198.486, 1, 33.50000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 0.00000, 1, 0.15000, 1, 0.15000, 1, 4.46000, 1, 0.000, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 20.00000, 1, 0.15000, 1, 0.14200, 1, 4.60000, 1, 19.857, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 35.00000, 1, 0.14000, 1, 0.13800, 1, 4.44000, 1, 34.748, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 50.00000, 1, 0.14000, 1, 0.14100, 1, 4.57000, 1, 49.638, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 65.00000, 1, 0.29000, 1, 0.13700, 1, 4.42000, 1, 64.528, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 80.00000, 1, 0.52000, 1, 0.14800, 1, 4.55000, 1, 79.416, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 100.00000, 1, 0.74000, 1, 0.18100, 1, 4.69000, 1, 99.265, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 125.00000, 1, 6.90000, 1, 0.54900, 1, 7.76000, 1, 124.073, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 150.00000, 1, 8.42000, 1, 0.64200, 1, 8.93000, 1, 148.879, 1, 33.75000, 1, 1
SE1102, 44, B, 2011-03-21T15:04:00.000, 202.00000, 33.75000, 5000, 200.00000, 1, 9.63000, 1, 0.71900, 1, 10.54000, 1, 198.481, 1, 33.75000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 0.00000, 1, 0.20000, 1, 0.16100, 1, 4.65000, 1, 0.000, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 20.00000, 1, 0.28000, 1, 0.16100, 1, 4.67000, 1, 19.856, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 35.00000, 1, 0.28000, 1, 0.16900, 1, 4.69000, 1, 34.747, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 50.00000, 1, 0.44000, 1, 0.18300, 1, 4.70000, 1, 49.637, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 65.00000, 1, 0.59000, 1, 0.19800, 1, 4.72000, 1, 64.526, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 80.00000, 1, 0.74000, 1, 0.23200, 1, 5.03000, 1, 79.414, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 100.00000, 1, 2.96000, 1, 0.34600, 1, 5.93000, 1, 99.263, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 125.00000, 1, 8.76000, 1, 0.67600, 1, 9.17000, 1, 124.071, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 150.00000, 1, 9.14000, 1, 0.74200, 1, 9.92000, 1, 148.876, 1, 34.00000, 1, 1
SE1102, 43, B, 2011-03-21T11:21:00.000, 202.00000, 34.00000, 5000, 200.00000, 1, 10.21000, 1, 0.79000, 1, 11.69000, 1, 198.477, 1, 34.00000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 0.00000, 1, 0.57000, 1, 0.16500, 1, 5.03000, 1, 0.000, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 20.00000, 1, 0.57000, 1, 0.17300, 1, 5.04000, 1, 19.856, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 35.00000, 1, 0.65000, 1, 0.17300, 1, 5.04000, 1, 34.747, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 50.00000, 1, -9999, 1, -9999, 1, -9999, 1, 49.636, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 65.00000, 1, 1.24000, 1, 0.22500, 1, 5.63000, 1, 64.525, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 80.00000, 1, 1.32000, 1, 0.24000, 1, 5.78000, 1, 79.412, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 100.00000, 1, 2.51000, 1, 0.31400, 1, 6.36000, 1, 99.260, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 125.00000, 1, 8.90000, 1, 0.67000, 1, 9.58000, 1, 124.068, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 150.00000, 1, 9.13000, 1, 0.69600, 1, 16.72000, 1, 148.873, 1, 34.25000, 1, 1
SE1102, 42, B, 2011-03-21T07:16:00.000, 202.00000, 34.25000, 5000, 200.00000, 1, 10.39000, 1, 0.77000, 1, 12.06000, 1, 198.473, 1, 34.25000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 0.00000, 1, 0.43000, 1, 0.18000, 1, 5.21000, 1, 0.000, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 20.00000, 1, 0.51000, 1, 0.17600, 1, 5.07000, 1, 19.856, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 35.00000, 1, 0.97000, 1, 0.20300, 1, 5.23000, 1, 34.746, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 50.00000, 1, 1.05000, 1, 0.21800, 1, 5.53000, 1, 49.635, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 65.00000, 1, 1.51000, 1, 0.24100, 1, 5.54000, 1, 64.523, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 80.00000, 1, 1.36000, 1, 0.24500, 1, 5.69000, 1, 79.411, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 100.00000, 1, 4.76000, 1, 0.42800, 1, 6.73000, 1, 99.258, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 125.00000, 1, 8.69000, 1, 0.65900, 1, 9.22000, 1, 124.065, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 150.00000, 1, 9.23000, 1, 0.67900, 1, 9.96000, 1, 148.869, 1, 34.50000, 1, 1
SE1102, 41, B, 2011-03-21T04:43:00.000, 202.00000, 34.50000, 5000, 200.00000, 1, 10.67000, 1, 0.78600, 1, 12.17000, 1, 198.469, 1, 34.50000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 0.00000, 1, 0.53000, 1, 0.19900, 1, 5.38000, 1, 0.000, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 20.00000, 1, 0.60000, 1, 0.18400, 1, 5.52000, 1, 19.855, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 35.00000, 1, 0.98000, 1, 0.20200, 1, 5.21000, 1, 34.745, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 50.00000, 1, 0.97000, 1, 0.20200, 1, 5.50000, 1, 49.634, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 65.00000, 1, 0.97000, 1, 0.21300, 1, 5.49000, 1, 64.522, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 80.00000, 1, 1.04000, 1, 0.20900, 1, 5.19000, 1, 79.409, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 100.00000, 1, 4.88000, 1, 0.42200, 1, 6.50000, 1, 99.256, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 125.00000, 1, 8.57000, 1, 0.64600, 1, 8.68000, 1, 124.063, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 150.00000, 1, 8.94000, 1, 0.66900, 1, 9.55000, 1, 148.866, 1, 34.75000, 1, 1
SE1102, 40, B, 2011-03-21T02:00:00.000, 202.00000, 34.75000, 5000, 200.00000, 1, 10.45000, 1, 0.77800, 1, 11.88000, 1, 198.464, 1, 34.75000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 0.00000, 1, 0.69000, 1, 0.17600, 1, 5.09000, 1, 0.000, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 20.00000, 1, 0.55000, 1, 0.17700, 1, 5.40000, 1, 19.855, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 35.00000, 1, 0.55000, 1, 0.18400, 1, 5.26000, 1, 34.744, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 50.00000, 1, 0.86000, 1, 0.20800, 1, 5.27000, 1, 49.633, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 65.00000, 1, 1.09000, 1, 0.22700, 1, 5.57000, 1, 64.521, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 80.00000, 1, 1.55000, 1, 0.26100, 1, 5.72000, 1, 79.407, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 100.00000, 1, 4.73000, 1, 0.42600, 1, 6.90000, 1, 99.254, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 125.00000, 1, 9.41000, 1, 0.69000, 1, 9.83000, 1, 124.060, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 150.00000, 1, 9.87000, 1, 0.73300, 1, 11.16000, 1, 148.863, 1, 35.00000, 1, 1
SE1102, 39, B, 2011-03-20T21:56:00.000, 202.00000, 35.00000, 5000, 200.00000, 1, 11.16000, 1, 0.82900, 1, 12.92000, 1, 198.460, 1, 35.00000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 0.00000, 1, 0.95000, 1, 0.22100, 1, 5.41000, 1, 0.000, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 20.00000, 1, 1.03000, 1, 0.22100, 1, 5.52000, 1, 19.854, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 35.00000, 1, 1.02000, 1, 0.22400, 1, 5.48000, 1, 34.743, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 50.00000, 1, 1.10000, 1, 0.22700, 1, 5.59000, 1, 49.631, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 65.00000, 1, 1.25000, 1, 0.23800, 1, 5.40000, 1, 64.518, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 80.00000, 1, 1.47000, 1, 0.25600, 1, 5.51000, 1, 79.404, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 100.00000, 1, 2.00000, 1, 0.29200, 1, 5.91000, 1, 99.250, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 125.00000, 1, 7.67000, 1, 0.61500, 1, 8.92000, 1, 124.055, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 150.00000, 1, 7.66000, 1, 0.60400, 1, 8.88000, 1, 148.857, 1, 35.50000, 1, 1
SE1102, 37, B, 2011-03-20T18:05:00.000, 202.00000, 35.50000, 5000, 200.00000, 1, 1.09000, 1, 0.22100, 1, 5.35000, 1, 198.451, 1, 35.50000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 0.00000, 1, 1.41000, 1, 0.25500, 1, 5.69000, 1, 0.000, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 20.00000, 1, 1.48000, 1, 0.25200, 1, 5.67000, 1, 19.853, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 35.00000, 1, 1.63000, 1, 0.28200, 1, 5.66000, 1, 34.741, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 50.00000, 1, 1.70000, 1, 0.27400, 1, 5.64000, 1, 49.629, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 65.00000, 1, 1.78000, 1, 0.27800, 1, 5.63000, 1, 64.515, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 80.00000, 1, 1.92000, 1, 0.31500, 1, 5.95000, 1, 79.400, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 80.00000, 1, 1.69000, 1, 0.28100, 1, 5.77000, 1, 79.400, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 100.00000, 1, 1.92000, 1, 0.31400, 1, 5.95000, 1, 99.245, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 125.00000, 1, 8.46000, 1, 0.68300, 1, 9.48000, 1, 124.049, 1, 36.00000, 1, 1
SE1102, 35, B, 2011-03-20T15:36:00.000, 202.00000, 36.00000, 5000, 200.00000, 1, 11.18000, 1, 0.84500, 1, 12.87000, 1, 198.443, 1, 36.00000, 1, 1
